what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1368265895227
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1368265895993
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1368265901399
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1368265903477
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1368265904009
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1368265904337
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368265907837
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1368265908399
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1368265911368
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.findNext",1368265912587
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1368265924243
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368265931524
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1368265965134
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1368266007523
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1368266012103
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1368266012541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368266026281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368266063389
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1368266115660
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368266179341
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.showInformation",1368266179373
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368266182749
started,bundle,org.eclipse.help.base,3.6.2.v201202080800,"org.eclipse.help.base",1368266190471
started,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1368266190533
started,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1368266191721
started,bundle,org.eclipse.equinox.http.servlet,1.1.200.v20110502,"org.eclipse.equinox.http.servlet",1368266191971
started,bundle,org.eclipse.equinox.http.registry,1.1.100.v20110502,"org.eclipse.equinox.http.registry",1368266192456
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.help.helpContents",1368266192722
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368266192862
started,bundle,org.eclipse.equinox.jsp.jasper.registry,1.0.200.v20100503,"org.eclipse.equinox.jsp.jasper.registry",1368266193237
started,bundle,org.eclipse.equinox.jsp.jasper,1.0.300.v20110502,"org.eclipse.equinox.jsp.jasper",1368266193347
started,bundle,org.eclipse.help.webapp,3.6.1.r37_20110929,"org.eclipse.help.webapp",1368266196254
started,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1368266207540
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368266210213
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368266233644
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368266236864
error,log,,,"Help documentation could not be indexed completely.",1368266245790
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1368266363580
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1368266363783
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1368266364002
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1368266364221
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1368266364596
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1368266364861
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368266405321
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368266407790
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1368266425793
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368266440155
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368266440233
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1368266455954
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1368266456954
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368266502118
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368266511307
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368266677356
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1368266678012
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1368266718390
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1368266721484
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368266728531
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1368266729141
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1368266734923
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1368266735688
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1368266738110
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1368266772504
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1368266775894
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368266781411
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1368266782489
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1368266785864
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368266802178
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1368266912826
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1368266925326
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1368266927373
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1368266929077
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1368266936405
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.activateEditor",1368266938983
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1368266945171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368266945234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368266946296
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1368267025291
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1368267025725
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368267028498
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1368267030265
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1368267066272
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1368267066954
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368267068256
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1368267069727
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.SourceView",1368267071897
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1368267072532
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368267099615
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368267101955
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1368267102590
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368267111313
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368267113327
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368267125567
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368267128743
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1368267128821
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368267132849
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368267141851
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368267154401
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368267155052
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1368267157934
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368267160846
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368267161947
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1368267190083
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368267195847
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368267211434
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1368267213494
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1368267220498
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368267222124
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368267243428
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368267246512
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368267259526
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368267260472
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1368267264392
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1368267308879
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1368267312227
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1368267316634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368267377518
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368267406745
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1368267743766
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368267805774
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1368267806585
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1368267892679
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1368267893725
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1368267898860
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368267939226
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1368267939710
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368267961626
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1368267962125
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368267988755
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1368267989301
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368268084808
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1368268085431
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1368268155018
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1368268155546
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368268156553
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1368268157832
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1368268168750
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368268170764
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368268177718
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1368268210186
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1368268211145
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1368268311905
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368268313088
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1368268313663
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1368268318923
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368268319802
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1368268320505
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368268333229
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1368268334428
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1368268372553
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1368268373263
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1368268374099
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368268377129
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1368268377728
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1368268689128
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1368268691389
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1368268691562
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1368268691735
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1368268691908
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1368268692065
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1368268692316
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1368268692866
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368268694892
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368268826050
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368268826066
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368268826160
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368268919468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368268925514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368268939257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368268941280
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269046971
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269054021
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269054021
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269054082
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269092494
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1368269092540
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269093308
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269098024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269104305
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269173343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269203984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269224595
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269228773
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269342842
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269343542
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269380562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269383515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269417706
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269436962
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269578032
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1368269580550
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269609503
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269611058
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1368269611104
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1368269611819
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1368269624268
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1368269624890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269632023
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269656958
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1368269663544
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1368269664511
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1368269664574
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1368269664652
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1368269664652
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269668039
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269668132
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269668273
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1368269670583
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1368269671269
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1368269671691
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269673938
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1368269673985
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1368269673985
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269677715
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1368269695867
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1368269696350
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269721712
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269724475
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269743875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269752583
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269771734
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1368269771968
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1368269772171
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1368269775276
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269805508
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269809971
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1368269810065
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1368269811111
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1368269818634
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1368269834787
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368269839376
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1368269840109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269840140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269842435
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1368269887290
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1368269888070
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269890084
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269930132
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269944946
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269949682
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1368269949698
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269950495
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269991229
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1368269991292
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368269994512
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368270008501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368270015270
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368270015301
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368270015410
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368270282162
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368270287868
